,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
14069,Fitzroy,7B Hargreaves St,3,h,2725000.0,S,Jellis,13/05/2017,1.6,3065.0,3.0,2.0,1.0,0.0,Yarra City Council,-37.8007,144.9833,Northern Metropolitan,5825.0
14074,Fitzroy,322 Young St,2,t,1050000.0,S,Nelson,20/05/2017,1.6,3065.0,2.0,1.0,1.0,87.0,Yarra City Council,-37.7959,144.9802,Northern Metropolitan,5825.0
14075,Fitzroy,10/59 Young St,3,h,1326000.0,S,Nelson,20/05/2017,1.6,3065.0,3.0,2.0,2.0,718.0,Yarra City Council,-37.8065,144.9781,Northern Metropolitan,5825.0
14076,Fitzroy,233 Gore St,2,h,1200000.0,SP,Brad,29/04/2017,1.6,3065.0,2.0,1.0,0.0,63.0,Yarra City Council,-37.8018,144.9825,Northern Metropolitan,5825.0
14078,Fitzroy,503/185 Rose St,2,u,681500.0,SP,Jellis,29/04/2017,1.6,3065.0,2.0,1.0,1.0,0.0,Yarra City Council,-37.7964,144.9839,Northern Metropolitan,5825.0
14080,Gowanbrae,3 Birk Ct,3,h,680000.0,S,Nelson,8/04/2017,13.6,3043.0,3.0,2.0,1.0,277.0,Moreland City Council,-37.7039,144.8986,Western Metropolitan,1071.0
14081,Gowanbrae,3 Daffodil Ct,3,h,741000.0,S,Nelson,8/04/2017,13.6,3043.0,3.0,2.0,2.0,585.0,Moreland City Council,-37.7055,144.8943,Western Metropolitan,1071.0
14082,Gowanbrae,7 Adelaide Bvd,4,h,990000.0,S,Nelson,13/05/2017,13.6,3043.0,4.0,2.0,2.0,702.0,Moreland City Council,-37.7071,144.8989,Western Metropolitan,1071.0
14083,Gowanbrae,13 Gowanbrae Dr,4,h,970000.0,S,Nelson,29/04/2017,13.6,3043.0,4.0,2.0,3.0,737.0,Moreland City Council,-37.7088,144.8938,Western Metropolitan,1071.0
14084,Jacana,81 Johnstone St,3,h,485000.0,SP,Barry,8/04/2017,14.5,3047.0,3.0,1.0,2.0,630.0,Hume City Council,-37.6822,144.9108,Northern Metropolitan,851.0
14086,Jacana,17 Bannister St,4,h,618000.0,S,YPA,20/05/2017,14.5,3047.0,4.0,1.0,2.0,604.0,Hume City Council,-37.6875,144.9102,Northern Metropolitan,851.0
14091,Keilor Park,49a Spence St,3,u,616000.0,S,Barry,22/04/2017,14.5,3042.0,3.0,1.0,2.0,431.0,Brimbank City Council,-37.721,144.8584,Western Metropolitan,1119.0
14092,Keilor Park,7 Zagreb Ct,3,h,773000.0,S,Nelson,29/04/2017,14.5,3042.0,3.0,2.0,2.0,650.0,Brimbank City Council,-37.724,144.8514,Western Metropolitan,1119.0
14093,Kensington,303/62 Altona St,1,u,355000.0,SP,Edward,8/04/2017,4.2,3031.0,1.0,1.0,1.0,2581.0,Melbourne City Council,-37.7979,144.9265,Northern Metropolitan,5263.0
14094,Kensington,20 Bradfield La,1,t,425000.0,SA,Biggin,8/04/2017,4.2,3031.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.7886,144.9253,Northern Metropolitan,5263.0
14095,Kensington,217/71 Henry St,2,u,535000.0,SP,Pagan,8/04/2017,4.2,3031.0,2.0,2.0,1.0,2592.0,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0
14096,Kensington,10/2 Howlett St,2,u,500000.0,S,Edward,8/04/2017,4.2,3031.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7897,144.9228,Northern Metropolitan,5263.0
14097,Kensington,9/11 Smith St,2,u,525000.0,VB,Edward,13/05/2017,4.2,3031.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7912,144.9318,Northern Metropolitan,5263.0
14098,Kensington,16 Altona St,2,h,1110000.0,S,Nelson,20/05/2017,4.2,3031.0,2.0,1.0,0.0,155.0,Melbourne City Council,-37.7989,144.9275,Northern Metropolitan,5263.0
14099,Kensington,4/26 Barnett St,3,t,917500.0,S,Nelson,20/05/2017,4.2,3031.0,3.0,1.0,1.0,98.0,Melbourne City Council,-37.791,144.9323,Northern Metropolitan,5263.0
14100,Kensington,109/18 Bent St,2,u,730000.0,SP,Rendina,20/05/2017,4.2,3031.0,2.0,2.0,1.0,2135.0,Melbourne City Council,-37.7956,144.935,Northern Metropolitan,5263.0
14101,Kensington,2/2 McCracken St,2,t,811000.0,SP,Biggin,20/05/2017,4.2,3031.0,2.0,1.0,0.0,113.0,Melbourne City Council,-37.7898,144.9276,Northern Metropolitan,5263.0
14103,Kensington,23 Wakefield St,3,h,1190000.0,S,Rendina,20/05/2017,4.2,3031.0,3.0,2.0,1.0,180.0,Melbourne City Council,-37.7973,144.9208,Northern Metropolitan,5263.0
14104,Kensington,33 Chelmsford St,2,h,903000.0,S,Rendina,22/04/2017,4.2,3031.0,2.0,1.0,0.0,184.0,Melbourne City Council,-37.7964,144.9339,Northern Metropolitan,5263.0
14105,Kensington,41 Kensington Rd,3,h,902500.0,S,Rendina,22/04/2017,4.2,3031.0,3.0,1.0,1.0,0.0,Melbourne City Council,-37.7954,144.9259,Northern Metropolitan,5263.0
14106,Kensington,33 McCracken St,4,h,1817000.0,SP,Hodges,22/04/2017,4.2,3031.0,4.0,2.0,1.0,309.0,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263.0
14107,Kensington,2/75 McCracken St,2,u,528000.0,S,Nelson,22/04/2017,4.2,3031.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.7928,144.9279,Northern Metropolitan,5263.0
14108,Kensington,420 Arden St,2,h,1000000.0,VB,Nelson,29/04/2017,4.2,3031.0,2.0,1.0,0.0,159.0,Melbourne City Council,-37.7985,144.9307,Northern Metropolitan,5263.0
14109,Kensington,310/71 Henry St,1,u,380000.0,VB,Edward,29/04/2017,4.2,3031.0,1.0,1.0,1.0,2592.0,Melbourne City Council,-37.7961,144.9261,Northern Metropolitan,5263.0
14110,Kensington,33 McCracken St,4,h,1817000.0,SP,Hodges,29/04/2017,4.2,3031.0,4.0,2.0,1.0,309.0,Melbourne City Council,-37.791,144.928,Northern Metropolitan,5263.0
14112,Middle Park,26 Canterbury Rd,3,h,1420000.0,S,RT,8/04/2017,4.1,3206.0,3.0,1.0,0.0,112.0,Port Phillip City Council,-37.8447,144.9604,Southern Metropolitan,2019.0
14113,Middle Park,81 Carter St,2,h,1335000.0,S,Greg,8/04/2017,4.1,3206.0,2.0,1.0,1.0,107.0,Port Phillip City Council,-37.8468,144.9612,Southern Metropolitan,2019.0
14115,Middle Park,158 Neville St,2,h,1300000.0,S,hockingstuart,8/04/2017,4.1,3206.0,2.0,1.0,0.0,132.0,Port Phillip City Council,-37.8527,144.9657,Southern Metropolitan,2019.0
14117,Middle Park,84 Hambleton St,4,h,2860000.0,S,Chisholm,20/05/2017,4.1,3206.0,4.0,3.0,2.0,160.0,Port Phillip City Council,-37.8471,144.9595,Southern Metropolitan,2019.0
14118,Middle Park,129 Hambleton St,3,h,1630000.0,S,Cayzer,29/04/2017,4.1,3206.0,3.0,1.0,0.0,143.0,Port Phillip City Council,-37.8484,144.963,Southern Metropolitan,2019.0
14119,Middle Park,23 Nimmo St,3,h,2250000.0,VB,Marshall,29/04/2017,4.1,3206.0,3.0,2.0,1.0,148.0,Port Phillip City Council,-37.8496,144.963,Southern Metropolitan,2019.0
14121,Moorabbin,6 Cooma St,2,h,1035000.0,S,McGrath,8/04/2017,14.6,3189.0,2.0,1.0,1.0,593.0,Kingston City Council,-37.9396,145.0519,Southern Metropolitan,2555.0
14123,Moorabbin,28 Grandview Gr,3,h,1321000.0,S,Charlton,8/04/2017,14.6,3189.0,3.0,1.0,2.0,688.0,Kingston City Council,-37.9432,145.0462,Southern Metropolitan,2555.0
14124,Moorabbin,3/29 Fiddes St,2,t,742500.0,S,Buxton,13/05/2017,14.6,3189.0,2.0,1.0,1.0,179.0,Kingston City Council,-37.9369,145.0473,Southern Metropolitan,2555.0
14125,Moorabbin,239 Chesterville Rd,3,h,860000.0,SA,Hodges,22/04/2017,14.6,3189.0,3.0,1.0,2.0,601.0,Kingston City Council,-37.9409,145.0602,Southern Metropolitan,2555.0
14128,North Melbourne,41 Chapman St,3,h,2161000.0,S,Nelson,13/05/2017,2.3,3051.0,3.0,2.0,1.0,230.0,Melbourne City Council,-37.7987,144.9434,Northern Metropolitan,6821.0
14131,North Melbourne,5 Murphy St,3,h,1485000.0,S,Jellis,20/05/2017,2.3,3051.0,3.0,1.0,1.0,198.0,Melbourne City Council,-37.8029,144.9459,Northern Metropolitan,6821.0
14132,North Melbourne,13/201 Abbotsford St,2,t,755000.0,PI,Nelson,29/04/2017,2.3,3051.0,2.0,1.0,1.0,1537.0,Melbourne City Council,-37.806490380289596,144.99594155790686,Northern Metropolitan,6821.0
14133,North Melbourne,649 Queensberry St,2,h,940000.0,S,JMRE,29/04/2017,2.3,3051.0,2.0,1.0,0.0,89.0,Melbourne City Council,-37.9394,145.089,Northern Metropolitan,6821.0
14135,Oakleigh South,8 Lido Ct,3,h,770000.0,S,C21,8/04/2017,14.7,3167.0,3.0,1.0,1.0,590.0,Kingston City Council,-37.918,145.085,South-Eastern Metropolitan,3692.0
14136,Oakleigh South,272 Warrigal Rd,3,h,985100.0,S,Gary,8/04/2017,14.7,3167.0,3.0,1.0,2.0,621.0,Kingston City Council,-37.9115,145.0889,South-Eastern Metropolitan,3692.0
14137,Oakleigh South,4 Dalgan St,4,h,1410000.0,S,Buxton,13/05/2017,14.7,3167.0,4.0,2.0,4.0,590.0,Kingston City Council,-37.9316,145.0821,South-Eastern Metropolitan,3692.0
14138,Oakleigh South,2/15 Golf Rd,3,u,815000.0,S,Woodards,13/05/2017,14.7,3167.0,3.0,1.0,2.0,393.0,Kingston City Council,-37.9233,145.1062,South-Eastern Metropolitan,3692.0
14139,Oakleigh South,4 Druitt St,4,h,1205500.0,S,Woodards,22/04/2017,14.7,3167.0,4.0,2.0,2.0,553.0,Kingston City Council,-37.806490380289596,144.99594155790686,South-Eastern Metropolitan,3692.0
14140,Oakleigh South,2 Kaybrook Ct,3,h,1042500.0,S,Woodards,22/04/2017,14.7,3167.0,3.0,1.0,4.0,658.0,Kingston City Council,-37.9176,145.0839,South-Eastern Metropolitan,3692.0
14142,Oakleigh South,298 Warrigal Rd,3,h,799999.0,S,Woodards,29/04/2017,14.7,3167.0,3.0,2.0,4.0,590.0,Kingston City Council,-37.806490380289596,144.99594155790686,South-Eastern Metropolitan,3692.0
14143,Oakleigh South,11 Yarra Ct,5,h,1200000.0,PI,Buxton,29/04/2017,14.7,3167.0,5.0,2.0,2.0,532.0,Kingston City Council,-37.806490380289596,144.99594155790686,South-Eastern Metropolitan,3692.0
14147,South Kingsville,7A Brunel St,3,t,815000.0,S,Williams,13/05/2017,9.1,3015.0,3.0,2.0,2.0,148.0,Hobsons Bay City Council,-37.8287,144.8705,Western Metropolitan,984.0
14148,South Kingsville,2/17 Greene St,2,u,321000.0,SP,Jas,13/05/2017,9.1,3015.0,2.0,1.0,1.0,0.0,Hobsons Bay City Council,-37.8288,144.8711,Western Metropolitan,984.0
14149,South Kingsville,63 Saltley St,3,h,995000.0,S,Burnham,20/05/2017,9.1,3015.0,3.0,1.0,0.0,669.0,Hobsons Bay City Council,-37.8303,144.8679,Western Metropolitan,984.0
14150,South Kingsville,14 Vernon St,3,h,1290000.0,S,Jas,20/05/2017,9.1,3015.0,3.0,1.0,3.0,715.0,Hobsons Bay City Council,-37.8289,144.8718,Western Metropolitan,984.0
14151,South Kingsville,2/17 Greene St,2,u,300000.0,PI,Jas,22/04/2017,9.1,3015.0,2.0,1.0,1.0,0.0,Hobsons Bay City Council,-37.8288,144.8711,Western Metropolitan,984.0
14152,Southbank,2402/163 City Rd,2,u,505000.0,S,Dixon,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8242,144.9626,Southern Metropolitan,8400.0
14153,Southbank,4/5 Miles St,2,u,595000.0,S,RT,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8288,144.9679,Southern Metropolitan,8400.0
14154,Southbank,51/88 Wells St,2,u,580000.0,VB,MICM,8/04/2017,1.2,3006.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8273,144.9685,Southern Metropolitan,8400.0
14155,Southbank,9/120 Sturt St,2,u,580000.0,SA,William,13/05/2017,1.2,3006.0,2.0,1.0,1.0,0.0,Melbourne City Council,-37.8248,144.9667,Southern Metropolitan,8400.0
14157,Spotswood,50 Hick St,3,h,1320000.0,S,Jas,8/04/2017,7.7,3015.0,3.0,1.0,3.0,738.0,Hobsons Bay City Council,-37.826,144.8769,Western Metropolitan,1223.0
14158,Spotswood,4/36 Robert St,1,u,380000.0,S,Jas,8/04/2017,7.7,3015.0,1.0,1.0,1.0,89.0,Hobsons Bay City Council,-37.8291,144.8848,Western Metropolitan,1223.0
14160,Spotswood,14 Robb St,3,h,1100000.0,SP,Greg,13/05/2017,7.7,3015.0,3.0,1.0,0.0,305.0,Hobsons Bay City Council,-37.8312,144.8893,Western Metropolitan,1223.0
14161,Spotswood,1/39 Stephenson St,3,u,660000.0,S,RT,22/04/2017,7.7,3015.0,3.0,1.0,1.0,221.0,Hobsons Bay City Council,-37.8297,144.8752,Western Metropolitan,1223.0
14162,Toorak,7/49 Bruce St,2,u,867000.0,S,Jellis,8/04/2017,4.6,3142.0,2.0,1.0,1.0,1087.0,Stonnington City Council,-37.8373,145.0106,Southern Metropolitan,7217.0
14163,Toorak,18/76 Mathoura Rd,1,u,552000.0,S,Nelson,8/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,Stonnington City Council,-37.8428,145.0081,Southern Metropolitan,7217.0
14164,Toorak,9/723 Orrong Rd,2,u,655000.0,S,Rodney,8/04/2017,4.6,3142.0,2.0,1.0,1.0,1816.0,Stonnington City Council,-37.8389,145.0141,Southern Metropolitan,7217.0
14165,Toorak,5/3 Tahara Rd,3,u,840000.0,S,hockingstuart,8/04/2017,4.6,3142.0,3.0,1.0,1.0,1678.0,Stonnington City Council,-37.8384,145.0178,Southern Metropolitan,7217.0
14166,Toorak,2/619 Toorak Rd,2,u,1010000.0,PI,Marshall,8/04/2017,4.6,3142.0,2.0,2.0,2.0,586.0,Stonnington City Council,-37.8427,145.0236,Southern Metropolitan,7217.0
14171,Toorak,1/48 Mathoura Rd,2,u,650000.0,S,Hodges,13/05/2017,4.6,3142.0,2.0,1.0,0.0,0.0,Stonnington City Council,-37.8454,145.0076,Southern Metropolitan,7217.0
14174,Toorak,4 Leighton Ct,3,h,2400000.0,PI,Marshall,20/05/2017,4.6,3142.0,3.0,2.0,1.0,224.0,Stonnington City Council,-37.8445,145.0124,Southern Metropolitan,7217.0
14176,Toorak,680 Orrong Rd,4,h,3600000.0,PI,RT,20/05/2017,4.6,3142.0,4.0,2.0,2.0,815.0,Stonnington City Council,-37.845,145.0134,Southern Metropolitan,7217.0
14177,Toorak,6/696 Orrong Rd,2,u,750000.0,PI,Williams,20/05/2017,4.6,3142.0,2.0,1.0,1.0,0.0,Stonnington City Council,-37.8432,145.0137,Southern Metropolitan,7217.0
14178,Toorak,73/145 Canterbury Rd,1,u,247500.0,SA,RT,22/04/2017,4.6,3142.0,1.0,1.0,1.0,0.0,Stonnington City Council,-37.8421,145.0104,Southern Metropolitan,7217.0
14180,Toorak,32/637 Orrong Rd,3,t,1320000.0,S,Gary,29/04/2017,4.6,3142.0,3.0,2.0,1.0,3.0,Stonnington City Council,-37.8474,145.0125,Southern Metropolitan,7217.0
14181,Toorak,4/5 Selwyn Ct,3,u,922500.0,S,Rodney,29/04/2017,4.6,3142.0,3.0,1.0,2.0,4657.0,Stonnington City Council,-37.8421,145.0237,Southern Metropolitan,7217.0
14182,Toorak,14/3 Struan St,2,u,760000.0,S,Jellis,29/04/2017,4.6,3142.0,2.0,1.0,1.0,0.0,Stonnington City Council,-37.8359,145.0126,Southern Metropolitan,7217.0
14183,Williamstown North,5/46 Kororoit Creek Rd,2,u,546000.0,S,Williams,8/04/2017,8.9,3016.0,2.0,1.0,1.0,2023.0,Hobsons Bay City Council,-37.8573,144.8854,Western Metropolitan,802.0
14184,Williamstown North,2/60 Kororoit Creek Rd,3,t,670000.0,VB,Jas,8/04/2017,8.9,3016.0,3.0,2.0,2.0,146.0,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802.0
14185,Williamstown North,5 Nicosia Ct,3,h,1070000.0,PI,Williams,8/04/2017,8.9,3016.0,3.0,2.0,5.0,442.0,Hobsons Bay City Council,-37.8538,144.8722,Western Metropolitan,802.0
14186,Williamstown North,27 Champion Rd,3,h,1575000.0,S,Sweeney,13/05/2017,8.9,3016.0,3.0,1.0,1.0,860.0,Hobsons Bay City Council,-37.8565,144.8865,Western Metropolitan,802.0
14187,Williamstown North,40 Florence St,4,h,1520000.0,SP,Williams,13/05/2017,8.9,3016.0,4.0,2.0,3.0,560.0,Hobsons Bay City Council,-37.8559,144.8764,Western Metropolitan,802.0
14188,Williamstown North,2/60 Kororoit Creek Rd,3,t,720000.0,SP,Jas,13/05/2017,8.9,3016.0,3.0,2.0,2.0,146.0,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802.0
14190,Williamstown North,4 Walter St,3,h,1045000.0,S,Williams,29/04/2017,8.9,3016.0,3.0,2.0,3.0,526.0,Hobsons Bay City Council,-37.855,144.8742,Western Metropolitan,802.0
14191,Windsor,14/27 Lewisham Rd,2,u,585000.0,S,hockingstuart,8/04/2017,5.1,3181.0,2.0,1.0,1.0,0.0,Port Phillip City Council,-37.8559,144.999,Southern Metropolitan,4380.0
14192,Windsor,2/6 The Avenue,2,u,690000.0,S,Nelson,13/05/2017,5.1,3181.0,2.0,1.0,1.0,0.0,Port Phillip City Council,-37.8573,144.9978,Southern Metropolitan,4380.0
14193,Windsor,3/217 Dandenong Rd,2,u,854000.0,SP,Woodards,22/04/2017,5.1,3181.0,2.0,1.0,1.0,774.0,Port Phillip City Council,-37.8582,144.9979,Southern Metropolitan,4380.0
14194,Windsor,108 Peel St,1,h,900000.0,VB,hockingstuart,29/04/2017,5.1,3181.0,1.0,1.0,1.0,160.0,Port Phillip City Council,-37.8556,144.9885,Southern Metropolitan,4380.0
14195,Windsor,7/113 Punt Rd,1,u,350000.0,SP,Kay,29/04/2017,5.1,3181.0,1.0,1.0,0.0,0.0,Port Phillip City Council,-37.8508,144.984,Southern Metropolitan,4380.0
14198,Yallambie,57 Tarcoola Dr,3,h,721500.0,S,Darren,20/05/2017,15.0,3085.0,3.0,1.0,1.0,594.0,Banyule City Council,-37.7214,145.1063,Northern Metropolitan,1369.0
14199,Yallambie,14 Borlase St,5,h,1060000.0,S,Buckingham,29/04/2017,15.0,3085.0,5.0,2.0,2.0,627.0,Banyule City Council,-37.7327,145.0804,Northern Metropolitan,1369.0
14201,Yallambie,7 Marigolds Rd,3,h,984000.0,S,Darren,29/04/2017,15.0,3085.0,3.0,2.0,2.0,552.0,Banyule City Council,-37.7285,145.0851,Northern Metropolitan,1369.0
14202,Balaclava,4/247 Inkerman St,2,u,450000.0,SP,Buxton,13/05/2017,6.6,3183.0,2.0,1.0,1.0,0.0,Port Phillip City Council,-37.8656,144.9919,Southern Metropolitan,2952.0
14203,Balaclava,5/171 Hotham St,2,u,490000.0,VB,hockingstuart,29/04/2017,6.6,3183.0,2.0,1.0,0.0,601.0,Port Phillip City Council,-37.8757,144.998,Southern Metropolitan,2952.0
14204,Balaclava,2/31 Orange Gr,1,u,440000.0,S,hockingstuart,29/04/2017,6.6,3183.0,1.0,1.0,0.0,0.0,Port Phillip City Council,-37.8686,144.9969,Southern Metropolitan,2952.0
14205,Essendon West,2 Diamond St,3,h,1406000.0,S,Nelson,13/05/2017,9.8,3040.0,3.0,1.0,1.0,34.0,Moonee Valley City Council,-37.7506,144.8891,Western Metropolitan,588.0
14206,Essendon West,7 Garnet St,3,h,1305000.0,S,Gunn&Co,20/05/2017,9.8,3040.0,3.0,1.0,2.0,147.0,Moonee Valley City Council,-37.7523,144.8862,Western Metropolitan,588.0
14207,Kingsbury,1/37 Clunes St,3,u,488000.0,S,Ray,13/05/2017,12.4,3083.0,3.0,1.0,1.0,260.0,Darebin City Council,-37.7157,145.0386,Northern Metropolitan,1414.0
14210,West Melbourne,218 Adderley St,3,h,1750000.0,S,Woodards,13/05/2017,1.9,3003.0,3.0,1.0,1.0,160.0,Melbourne City Council,-37.8082,144.9451,Northern Metropolitan,2230.0
14211,West Melbourne,3/212 Roden St,2,t,1013000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,2.0,2.0,1.0,0.0,Melbourne City Council,-37.8094,144.9452,Northern Metropolitan,2230.0
14212,West Melbourne,7/234 Roden St,3,t,1171000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,3.0,2.0,1.0,650.0,Melbourne City Council,-37.8098,144.9448,Northern Metropolitan,2230.0
14215,West Melbourne,53 Miller St,2,h,1053000.0,S,Purplebricks,22/04/2017,1.9,3003.0,2.0,1.0,0.0,147.0,Melbourne City Council,-37.8059,144.9459,Northern Metropolitan,2230.0
14216,West Melbourne,316/145 Roden St,1,u,295000.0,SP,Alexkarbon,29/04/2017,1.9,3003.0,1.0,1.0,1.0,0.0,Melbourne City Council,-37.8084,144.9473,Northern Metropolitan,2230.0
14217,Campbellfield,33 Rainsford Tce,3,h,445000.0,S,Harcourts,20/05/2017,14.5,3061.0,3.0,1.0,2.0,534.0,Hume City Council,-37.6741,144.9698,Northern Metropolitan,1889.0
14220,Travancore,456/38 Mt Alexander Rd,2,u,360000.0,SP,Pagan,20/05/2017,5.3,3032.0,2.0,1.0,1.0,0.0,Moonee Valley City Council,-37.7847,144.9383,Western Metropolitan,1052.0
14225,Airport West,118 Marshall Rd,3,h,640000.0,S,Nelson,1/07/2017,10.4,3042.0,3.0,1.0,2.0,219.0,Moonee Valley City Council,-37.71655,144.88155,Western Metropolitan,3464.0
14226,Airport West,9 South Rd,3,h,961000.0,S,Nelson,1/07/2017,10.4,3042.0,3.0,1.0,2.0,717.0,Moonee Valley City Council,-37.72274,144.88002,Western Metropolitan,3464.0
14227,Albert Park,126 Mills St,2,h,1535000.0,S,Greg,1/07/2017,3.0,3206.0,2.0,1.0,0.0,171.0,Port Phillip City Council,-37.8481,144.9566,Southern Metropolitan,3280.0
14228,Albion,2 Bazentin St,3,h,570000.0,S,Barry,1/07/2017,10.5,3020.0,3.0,1.0,0.0,423.0,Brimbank City Council,-37.77917,144.82223,Western Metropolitan,2185.0
14229,Alphington,6 Como St,4,h,2345000.0,S,Jellis,1/07/2017,5.7,3078.0,4.0,2.0,2.0,803.0,Darebin City Council,-37.78122,145.0336,Northern Metropolitan,2211.0
14232,Altona North,151 Chambers Rd,3,h,900000.0,S,Greg,1/07/2017,9.4,3025.0,3.0,1.0,2.0,672.0,Hobsons Bay City Council,-37.8265,144.84386,Western Metropolitan,5132.0
14236,Armadale,52 Adelaide St,5,h,5200000.0,SP,Marshall,1/07/2017,6.3,3143.0,5.0,3.0,3.0,761.0,Stonnington City Council,-37.85311,145.02847,Southern Metropolitan,4836.0
14239,Ashwood,4 Wippa Ct,3,h,1225000.0,S,hockingstuart,1/07/2017,10.2,3147.0,3.0,1.0,2.0,770.0,Monash City Council,-37.87257,145.09782,Southern Metropolitan,2894.0
14241,Avondale Heights,12a Doyle St,3,u,622000.0,S,Moonee,1/07/2017,9.5,3034.0,3.0,1.0,1.0,204.0,Moonee Valley City Council,-37.76215,144.85986,Western Metropolitan,4502.0
14242,Avondale Heights,41 Herbert St,3,h,825000.0,SP,McDonald,1/07/2017,9.5,3034.0,3.0,1.0,4.0,603.0,Moonee Valley City Council,-37.76616,144.8575,Western Metropolitan,4502.0
14243,Balwyn,38 Belmore Rd,4,h,1475000.0,PI,Jellis,1/07/2017,7.9,3103.0,4.0,3.0,5.0,380.0,Boroondara City Council,-37.80156,145.06715,Southern Metropolitan,5682.0
14246,Balwyn North,50 Corhampton Rd,5,h,2160000.0,S,Noel,1/07/2017,9.7,3104.0,5.0,1.0,2.0,860.0,Boroondara City Council,-37.79888,145.06649,Southern Metropolitan,7809.0
14247,Balwyn North,2/18 Doncaster Rd,3,t,1050000.0,PI,Ray,1/07/2017,9.7,3104.0,3.0,3.0,2.0,200.0,Boroondara City Council,-37.79362,145.0652,Southern Metropolitan,7809.0
14249,Balwyn North,2/43 Sutton St,3,h,1275000.0,VB,Fletchers,1/07/2017,9.7,3104.0,3.0,2.0,2.0,226.0,Boroondara City Council,-37.79495,145.08192,Southern Metropolitan,7809.0
14250,Bayswater,18B Orchard Rd,3,t,640000.0,S,Fletchers,1/07/2017,23.2,3153.0,3.0,2.0,1.0,187.0,Knox City Council,-37.83909,145.26075,Eastern Metropolitan,5030.0
14251,Bayswater North,1/19 Glen Park Rd,3,u,500000.0,PI,Stockdale,1/07/2017,23.2,3153.0,3.0,1.0,2.0,263.0,Maroondah City Council,-37.83303,145.27488,Eastern Metropolitan,3598.0
14255,Beaumaris,73 Charman Rd,4,h,1221000.0,PI,Ray,1/07/2017,17.3,3193.0,4.0,2.0,3.0,554.0,Bayside City Council,-37.98139,145.05251,Southern Metropolitan,5366.0
14258,Beaumaris,3 Wells Rd,4,h,1823000.0,S,Hodges,1/07/2017,17.3,3193.0,4.0,2.0,3.0,728.0,Bayside City Council,-37.98713,145.04887,Southern Metropolitan,5366.0
14259,Beaumaris,11 White St,6,h,2000000.0,S,Ray,1/07/2017,17.3,3193.0,6.0,3.0,4.0,836.0,Bayside City Council,-37.98942,145.03394,Southern Metropolitan,5366.0
14260,Bentleigh,12 Auckland St,3,h,1365000.0,S,Buxton,1/07/2017,11.4,3204.0,3.0,1.0,1.0,776.0,Glen Eira City Council,-37.92487,145.04703,Southern Metropolitan,6795.0
14261,Bentleigh,48 Tucker Rd,3,h,1045000.0,SP,hockingstuart,1/07/2017,11.4,3204.0,3.0,1.0,1.0,401.0,Glen Eira City Council,-37.92999,145.04932,Southern Metropolitan,6795.0
14262,Bentleigh East,1 Gladesville Dr,5,h,1220000.0,S,Buxton,1/07/2017,13.8,3165.0,5.0,2.0,2.0,611.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0
14263,Berwick,96 Avebury Dr,4,h,627500.0,SP,C21,1/07/2017,35.2,3806.0,4.0,2.0,2.0,687.0,Casey City Council,-38.02434,145.33117,Eastern Victoria,17093.0
14268,Boronia,39 Lockwoods Rd,3,h,642000.0,S,Stockdale,1/07/2017,25.0,3155.0,3.0,2.0,2.0,968.0,Knox City Council,-37.84674,145.29351,Eastern Metropolitan,9704.0
14269,Briar Hill,31A Beaconsfield Rd,3,h,840000.0,S,Barry,1/07/2017,16.1,3088.0,3.0,1.0,2.0,509.0,Banyule City Council,-37.70822,145.11495,Eastern Metropolitan,1390.0
14270,Brighton,20 Byron St,3,h,2650000.0,S,RT,1/07/2017,10.5,3186.0,3.0,2.0,2.0,645.0,Bayside City Council,-37.90876,145.00743,Southern Metropolitan,10579.0
14271,Brighton,36/568 New St,1,u,380000.0,VB,Chisholm,1/07/2017,10.5,3186.0,1.0,1.0,1.0,1993.0,Bayside City Council,-37.88468,144.99722,Southern Metropolitan,10579.0
14272,Brighton,160 Were St,5,h,3250000.0,SP,Hodges,1/07/2017,10.5,3186.0,5.0,3.0,2.0,835.0,Bayside City Council,-37.92615,145.00282,Southern Metropolitan,10579.0
14273,Brighton East,18 Centre Rd,4,t,1731000.0,SP,Buxton,1/07/2017,10.3,3187.0,4.0,3.0,2.0,345.0,Bayside City Council,-37.91503,145.00888,Southern Metropolitan,6938.0
